sheet,globalSlot,row,column,itemName,variant,output,status,warnings,margin_1024,components,kept_area,green_pixels
items-0801-0850,819,2,9,small strong round shield,single,public/game-assets/items/armor/small_strong_round_shield.png,PASS,source_crossed_nominal_cell,51,1,12881,0
items-0801-0850,820,2,10,small strong round shield,few,public/game-assets/items/armor/small_strong_round_shield_few.png,PASS,source_crossed_nominal_cell,51,1,17729,0
items-0801-0850,821,3,1,small strong round shield,many,public/game-assets/items/armor/small_strong_round_shield_many.png,PASS,source_crossed_nominal_cell,51,1,20880,0
items-0801-0850,822,3,2,Redvale officer shield,single,public/game-assets/items/armor/redvale_officer_shield.png,PASS,source_crossed_nominal_cell,51,1,13763,0
items-0801-0850,823,3,3,Redvale officer shield,few,public/game-assets/items/armor/redvale_officer_shield_few.png,PASS,source_crossed_nominal_cell,51,1,16721,0
items-0801-0850,824,3,4,Redvale officer shield,many,public/game-assets/items/armor/redvale_officer_shield_many.png,PASS,source_crossed_nominal_cell,51,1,20503,0
items-0801-0850,825,3,5,long banner,single,public/game-assets/items/curio/long_banner.png,PASS,source_crossed_nominal_cell,51,4,10450,0
items-0801-0850,826,3,6,short banner,single,public/game-assets/items/curio/short_banner.png,PASS,,51,1,7831,0
items-0801-0850,827,3,7,empty book,single,public/game-assets/items/book/empty_book.png,PASS,source_crossed_nominal_cell,51,1,16326,0
items-0801-0850,828,3,8,Morning Glory,single,public/game-assets/items/produce/morning_glory.png,PASS,source_crossed_nominal_cell,51,4,9794,0
items-0801-0850,829,3,9,Morning Glory,few,public/game-assets/items/produce/morning_glory_few.png,PASS,,51,11,7679,0
items-0801-0850,830,3,10,Morning Glory,many,public/game-assets/items/produce/morning_glory_many.png,PASS,source_crossed_nominal_cell,51,3,17452,0
items-0801-0850,831,4,1,Blue Brunnera,single,public/game-assets/items/produce/blue_brunnera.png,PASS,source_crossed_nominal_cell,51,2,12775,0
items-0801-0850,832,4,2,Blue Brunnera,few,public/game-assets/items/produce/blue_brunnera_few.png,PASS,,51,3,8228,0
items-0801-0850,833,4,3,Blue Brunnera,many,public/game-assets/items/produce/blue_brunnera_many.png,PASS,,51,10,14353,0
items-0801-0850,834,4,4,Blue Periwinkle,single,public/game-assets/items/produce/blue_periwinkle.png,PASS,,51,1,8256,0
items-0801-0850,835,4,5,Blue Periwinkle,few,public/game-assets/items/produce/blue_periwinkle_few.png,PASS,,51,1,9932,0
items-0801-0850,836,4,6,Blue Periwinkle,many,public/game-assets/items/produce/blue_periwinkle_many.png,PASS,,51,2,16145,0
items-0801-0850,837,4,7,scarce clandestine,single,public/game-assets/items/produce/scarce_clandestine.png,PASS,,51,5,7814,0
items-0801-0850,838,4,8,scarce clandestine,few,public/game-assets/items/produce/scarce_clandestine_few.png,PASS,source_crossed_nominal_cell,51,8,11745,0
items-0801-0850,839,4,9,scarce clandestine,many,public/game-assets/items/produce/scarce_clandestine_many.png,PASS,,51,8,15334,0
items-0801-0850,840,4,10,scarce lumi pedal,single,public/game-assets/items/produce/scarce_lumi_pedal.png,PASS,,51,6,7588,0
items-0801-0850,841,5,1,scarce lumi pedal,few,public/game-assets/items/produce/scarce_lumi_pedal_few.png,PASS,,51,17,8215,0
items-0801-0850,842,5,2,scarce lumi pedal,many,public/game-assets/items/produce/scarce_lumi_pedal_many.png,PASS,source_crossed_nominal_cell,51,4,16380,0
items-0801-0850,843,5,3,Bellflower,single,public/game-assets/items/produce/bellflower.png,PASS,,51,6,6267,0
items-0801-0850,844,5,4,Bellflower,few,public/game-assets/items/produce/bellflower_few.png,PASS,,51,9,8344,0
items-0801-0850,845,5,5,Bellflower,many,public/game-assets/items/produce/bellflower_many.png,PASS,,51,1,15092,0
items-0801-0850,846,5,6,Lilac,single,public/game-assets/items/produce/lilac.png,PASS,,51,1,7523,0
items-0801-0850,847,5,7,Lilac,few,public/game-assets/items/produce/lilac_few.png,PASS,,51,2,9796,0
items-0801-0850,848,5,8,Lilac,many,public/game-assets/items/produce/lilac_many.png,PASS,,51,3,17225,0
items-0801-0850,849,5,9,Amaryllis,single,public/game-assets/items/produce/amaryllis.png,PASS,,51,1,10287,0
items-0801-0850,850,5,10,Amaryllis,few,public/game-assets/items/produce/amaryllis_few.png,PASS,source_crossed_nominal_cell,51,3,13241,0
items-0851-0900,851,1,1,Amaryllis,many,public/game-assets/items/produce/amaryllis_many.png,PASS,source_crossed_nominal_cell,51,1,20384,0
items-0851-0900,852,1,2,scarce red bolly balls,single,public/game-assets/items/produce/scarce_red_bolly_balls.png,PASS,source_crossed_nominal_cell,51,4,8758,0
items-0851-0900,853,1,3,scarce red bolly balls,few,public/game-assets/items/produce/scarce_red_bolly_balls_few.png,PASS,source_crossed_nominal_cell,51,1,10929,0
items-0851-0900,854,1,4,scarce red bolly balls,many,public/game-assets/items/produce/scarce_red_bolly_balls_many.png,PASS,source_crossed_nominal_cell,51,2,20378,0
items-0851-0900,855,1,5,Red Marigold,single,public/game-assets/items/produce/red_marigold.png,PASS,source_crossed_nominal_cell,51,4,19436,0
items-0851-0900,856,1,6,Red Marigold,few,public/game-assets/items/produce/red_marigold_few.png,PASS,source_crossed_nominal_cell,51,3,10343,0
items-0851-0900,857,1,7,Red Marigold,many,public/game-assets/items/produce/red_marigold_many.png,PASS,source_crossed_nominal_cell,51,1,17545,0
items-0851-0900,858,1,8,Red Tulips,single,public/game-assets/items/produce/red_tulips.png,PASS,source_crossed_nominal_cell,51,4,6767,0
items-0851-0900,859,1,9,Red Tulips,few,public/game-assets/items/produce/red_tulips_few.png,PASS,source_crossed_nominal_cell,51,5,9166,0
items-0851-0900,860,1,10,Red Tulips,many,public/game-assets/items/produce/red_tulips_many.png,PASS,source_crossed_nominal_cell,51,1,16931,0
items-0851-0900,861,2,1,notable wolly,single,public/game-assets/items/produce/notable_wolly.png,PASS,source_crossed_nominal_cell,51,7,7426,0
items-0851-0900,862,2,2,notable wolly,few,public/game-assets/items/produce/notable_wolly_few.png,PASS,,51,3,12148,0
items-0851-0900,863,2,3,notable wolly,many,public/game-assets/items/produce/notable_wolly_many.png,PASS,source_crossed_nominal_cell,51,2,18502,0
items-0851-0900,864,2,4,scarce round tranquil,single,public/game-assets/items/produce/scarce_round_tranquil.png,PASS,source_crossed_nominal_cell,51,3,7515,0
items-0851-0900,865,2,5,scarce round tranquil,few,public/game-assets/items/produce/scarce_round_tranquil_few.png,PASS,source_crossed_nominal_cell,51,4,10395,0
items-0851-0900,866,2,6,scarce round tranquil,many,public/game-assets/items/produce/scarce_round_tranquil_many.png,PASS,source_crossed_nominal_cell,51,2,17704,0
items-0851-0900,867,2,7,notable jubilance,single,public/game-assets/items/produce/notable_jubilance.png,PASS,source_crossed_nominal_cell,51,5,7269,0
items-0851-0900,868,2,8,notable jubilance,few,public/game-assets/items/produce/notable_jubilance_few.png,PASS,,51,9,8452,0
items-0851-0900,869,2,9,notable jubilance,many,public/game-assets/items/produce/notable_jubilance_many.png,PASS,source_crossed_nominal_cell,51,6,18773,0
items-0851-0900,870,2,10,notable sunflower,single,public/game-assets/items/produce/notable_sunflower.png,PASS,source_crossed_nominal_cell,51,4,10918,0
items-0851-0900,871,3,1,notable sunflower,few,public/game-assets/items/produce/notable_sunflower_few.png,PASS,source_crossed_nominal_cell,51,3,12091,0
items-0851-0900,872,3,2,notable sunflower,many,public/game-assets/items/produce/notable_sunflower_many.png,PASS,source_crossed_nominal_cell,51,1,18231,0
items-0851-0900,873,3,3,fabled thorn hunter,single,public/game-assets/items/produce/fabled_thorn_hunter.png,PASS,source_crossed_nominal_cell,51,3,9505,0
items-0851-0900,874,3,4,yellow bulb,single,public/game-assets/items/produce/yellow_bulb.png,PASS,source_crossed_nominal_cell,51,10,5991,0
items-0851-0900,875,3,5,yellow bulb,few,public/game-assets/items/produce/yellow_bulb_few.png,PASS,source_crossed_nominal_cell,51,5,16818,0
items-0851-0900,876,3,6,yellow bulb,many,public/game-assets/items/produce/yellow_bulb_many.png,PASS,source_crossed_nominal_cell,51,2,16600,0
items-0851-0900,877,3,7,Yellow Marigold,single,public/game-assets/items/produce/yellow_marigold.png,PASS,source_crossed_nominal_cell,51,3,8836,0
items-0851-0900,878,3,8,Yellow Marigold,few,public/game-assets/items/produce/yellow_marigold_few.png,PASS,source_crossed_nominal_cell,51,2,11079,0
items-0851-0900,879,3,9,Yellow Marigold,many,public/game-assets/items/produce/yellow_marigold_many.png,PASS,source_crossed_nominal_cell,51,3,18390,0
items-0851-0900,880,3,10,notable bright red mushrooms,single,public/game-assets/items/produce/notable_bright_red_mushrooms.png,PASS,source_crossed_nominal_cell,51,3,10965,0
items-0851-0900,881,4,1,notable bright red mushrooms,few,public/game-assets/items/produce/notable_bright_red_mushrooms_few.png,PASS,,51,1,10718,0
items-0851-0900,882,4,2,notable bright red mushrooms,many,public/game-assets/items/produce/notable_bright_red_mushrooms_many.png,PASS,source_crossed_nominal_cell,51,1,19228,0
items-0851-0900,883,4,3,notable dark red mushrooms,single,public/game-assets/items/produce/notable_dark_red_mushrooms.png,PASS,,51,1,9725,0
items-0851-0900,884,4,4,notable dark red mushrooms,few,public/game-assets/items/produce/notable_dark_red_mushrooms_few.png,PASS,source_crossed_nominal_cell,51,1,12178,0
items-0851-0900,885,4,5,notable dark red mushrooms,many,public/game-assets/items/produce/notable_dark_red_mushrooms_many.png,PASS,source_crossed_nominal_cell,51,1,20011,0
items-0851-0900,886,4,6,notable flat purple mushroom,single,public/game-assets/items/produce/notable_flat_purple_mushroom.png,PASS,,51,1,9998,0
items-0851-0900,887,4,7,notable flat purple mushroom,few,public/game-assets/items/produce/notable_flat_purple_mushroom_few.png,PASS,source_crossed_nominal_cell,51,1,10808,0
items-0851-0900,888,4,8,notable flat purple mushroom,many,public/game-assets/items/produce/notable_flat_purple_mushroom_many.png,PASS,source_crossed_nominal_cell,51,1,17505,0
items-0851-0900,889,4,9,notable flat red mushroom,single,public/game-assets/items/produce/notable_flat_red_mushroom.png,PASS,,51,1,9856,0
items-0851-0900,890,4,10,notable flat red mushroom,few,public/game-assets/items/produce/notable_flat_red_mushroom_few.png,PASS,,51,1,10616,0
items-0851-0900,891,5,1,notable flat red mushroom,many,public/game-assets/items/produce/notable_flat_red_mushroom_many.png,PASS,source_crossed_nominal_cell,51,1,19998,0
items-0851-0900,892,5,2,notable flat yellow mushroom,single,public/game-assets/items/produce/notable_flat_yellow_mushroom.png,PASS,source_crossed_nominal_cell,51,1,10445,0
items-0851-0900,893,5,3,notable flat yellow mushroom,few,public/game-assets/items/produce/notable_flat_yellow_mushroom_few.png,PASS,source_crossed_nominal_cell,51,1,9958,0
items-0851-0900,894,5,4,notable flat yellow mushroom,many,public/game-assets/items/produce/notable_flat_yellow_mushroom_many.png,PASS,source_crossed_nominal_cell,51,1,15077,0
items-0851-0900,895,5,5,fabled pink mushroom,single,public/game-assets/items/produce/fabled_pink_mushroom.png,PASS,,51,6,10056,0
items-0851-0900,896,5,6,fabled pink mushroom,few,public/game-assets/items/produce/fabled_pink_mushroom_few.png,PASS,,51,1,12148,0
items-0851-0900,897,5,7,fabled pink mushroom,many,public/game-assets/items/produce/fabled_pink_mushroom_many.png,PASS,source_crossed_nominal_cell,51,1,17779,0
items-0851-0900,898,5,8,scarce massive purple mushroom,single,public/game-assets/items/produce/scarce_massive_purple_mushroom.png,PASS,,51,6,12070,0
items-0851-0900,899,5,9,scarce massive purple mushroom,few,public/game-assets/items/produce/scarce_massive_purple_mushroom_few.png,PASS,,51,3,9367,0
items-0851-0900,900,5,10,scarce massive purple mushroom,many,public/game-assets/items/produce/scarce_massive_purple_mushroom_many.png,PASS,source_crossed_nominal_cell,51,1,18646,0
items-0901-0950,901,1,1,scarce spotted red mushroom,single,public/game-assets/items/produce/scarce_spotted_red_mushroom.png,PASS,,51,2,7833,0
items-0901-0950,902,1,2,scarce spotted red mushroom,few,public/game-assets/items/produce/scarce_spotted_red_mushroom_few.png,PASS,source_crossed_nominal_cell,51,1,10197,0
items-0901-0950,903,1,3,scarce spotted red mushroom,many,public/game-assets/items/produce/scarce_spotted_red_mushroom_many.png,PASS,source_crossed_nominal_cell,51,1,14826,0
items-0901-0950,904,1,4,purple mushrooms,single,public/game-assets/items/produce/purple_mushrooms.png,PASS,,51,1,8323,0
items-0901-0950,905,1,5,purple mushrooms,few,public/game-assets/items/produce/purple_mushrooms_few.png,PASS,,51,2,10391,0
items-0901-0950,906,1,6,purple mushrooms,many,public/game-assets/items/produce/purple_mushrooms_many.png,PASS,,51,1,14113,0
items-0901-0950,907,1,7,red mushrooms,single,public/game-assets/items/produce/red_mushrooms.png,PASS,,51,1,7682,0
items-0901-0950,908,1,8,red mushrooms,few,public/game-assets/items/produce/red_mushrooms_few.png,PASS,source_crossed_nominal_cell,51,1,9565,0
items-0901-0950,909,1,9,red mushrooms,many,public/game-assets/items/produce/red_mushrooms_many.png,PASS,source_crossed_nominal_cell,51,1,15536,0
items-0901-0950,910,1,10,short purple mushrooms,single,public/game-assets/items/produce/short_purple_mushrooms.png,PASS,,51,2,6820,0
items-0901-0950,911,2,1,short purple mushrooms,few,public/game-assets/items/produce/short_purple_mushrooms_few.png,PASS,,51,1,6668,0
items-0901-0950,912,2,2,short purple mushrooms,many,public/game-assets/items/produce/short_purple_mushrooms_many.png,PASS,source_crossed_nominal_cell,51,1,12858,0
items-0901-0950,913,2,3,short yellow mushrooms,single,public/game-assets/items/produce/short_yellow_mushrooms.png,PASS,,51,2,5872,0
items-0901-0950,914,2,4,short yellow mushrooms,few,public/game-assets/items/produce/short_yellow_mushrooms_few.png,PASS,,51,2,7659,0
items-0901-0950,915,2,5,short yellow mushrooms,many,public/game-assets/items/produce/short_yellow_mushrooms_many.png,PASS,,51,1,13465,0
items-0901-0950,916,2,6,skinny purple mushrooms,single,public/game-assets/items/produce/skinny_purple_mushrooms.png,PASS,,51,1,2613,0
items-0901-0950,917,2,7,skinny purple mushrooms,few,public/game-assets/items/produce/skinny_purple_mushrooms_few.png,PASS,,51,2,6389,0
items-0901-0950,918,2,8,skinny purple mushrooms,many,public/game-assets/items/produce/skinny_purple_mushrooms_many.png,PASS,source_crossed_nominal_cell,51,1,13217,0
items-0901-0950,919,2,9,skinny red mushrooms,single,public/game-assets/items/produce/skinny_red_mushrooms.png,PASS,,51,1,3062,0
items-0901-0950,920,2,10,skinny red mushrooms,few,public/game-assets/items/produce/skinny_red_mushrooms_few.png,PASS,,51,1,6072,0
items-0901-0950,921,3,1,skinny red mushrooms,many,public/game-assets/items/produce/skinny_red_mushrooms_many.png,PASS,source_crossed_nominal_cell,51,1,12407,0
items-0901-0950,922,3,2,skinny yellow mushrooms,single,public/game-assets/items/produce/skinny_yellow_mushrooms.png,PASS,,51,1,2788,0
items-0901-0950,923,3,3,skinny yellow mushrooms,few,public/game-assets/items/produce/skinny_yellow_mushrooms_few.png,PASS,,51,1,5212,0
items-0901-0950,924,3,4,skinny yellow mushrooms,many,public/game-assets/items/produce/skinny_yellow_mushrooms_many.png,PASS,,51,2,11753,0
items-0901-0950,925,3,5,tiny purple mushrooms,single,public/game-assets/items/produce/tiny_purple_mushrooms.png,PASS,,51,1,1968,0
items-0901-0950,926,3,6,tiny purple mushrooms,few,public/game-assets/items/produce/tiny_purple_mushrooms_few.png,PASS,,51,2,4963,0
items-0901-0950,927,3,7,tiny purple mushrooms,many,public/game-assets/items/produce/tiny_purple_mushrooms_many.png,PASS,source_crossed_nominal_cell,51,1,12766,0
items-0901-0950,928,3,8,tiny red mushrooms,single,public/game-assets/items/produce/tiny_red_mushrooms.png,PASS,,51,1,1873,0
items-0901-0950,929,3,9,tiny red mushrooms,few,public/game-assets/items/produce/tiny_red_mushrooms_few.png,PASS,source_crossed_nominal_cell,51,4,4138,0
items-0901-0950,930,3,10,tiny red mushrooms,many,public/game-assets/items/produce/tiny_red_mushrooms_many.png,PASS,source_crossed_nominal_cell,51,2,12972,0
items-0901-0950,931,4,1,tiny yellow mushrooms,single,public/game-assets/items/produce/tiny_yellow_mushrooms.png,PASS,source_crossed_nominal_cell,51,3,2002,0
items-0901-0950,932,4,2,tiny yellow mushrooms,few,public/game-assets/items/produce/tiny_yellow_mushrooms_few.png,PASS,,51,3,4575,0
items-0901-0950,933,4,3,tiny yellow mushrooms,many,public/game-assets/items/produce/tiny_yellow_mushrooms_many.png,PASS,,51,1,13788,0
items-0901-0950,934,4,4,yellow mushrooms,single,public/game-assets/items/produce/yellow_mushrooms.png,PASS,,51,2,8009,0
items-0901-0950,935,4,5,yellow mushrooms,few,public/game-assets/items/produce/yellow_mushrooms_few.png,PASS,,51,1,10447,0
items-0901-0950,936,4,6,yellow mushrooms,many,public/game-assets/items/produce/yellow_mushrooms_many.png,PASS,source_crossed_nominal_cell,51,1,14630,0
items-0901-0950,937,4,7,dead leafs,single,public/game-assets/items/produce/dead_leafs.png,PASS,,51,1,7137,0
items-0901-0950,938,4,8,dead leafs,few,public/game-assets/items/produce/dead_leafs_few.png,PASS,source_crossed_nominal_cell,51,4,14886,0
items-0901-0950,939,4,9,dead leafs,many,public/game-assets/items/produce/dead_leafs_many.png,PASS,source_crossed_nominal_cell,51,1,14994,0
items-0901-0950,940,4,10,green leafs,single,public/game-assets/items/produce/green_leafs.png,PASS,,51,9,1059,0
items-0901-0950,941,5,1,green leafs,few,public/game-assets/items/produce/green_leafs_few.png,PASS,source_crossed_nominal_cell,51,17,4019,0
items-0901-0950,942,5,2,green leafs,many,public/game-assets/items/produce/green_leafs_many.png,PASS,source_crossed_nominal_cell,51,3,11885,0
items-0901-0950,943,5,3,pink leafs,single,public/game-assets/items/produce/pink_leafs.png,PASS,source_crossed_nominal_cell,51,1,7581,0
items-0901-0950,944,5,4,pink leafs,few,public/game-assets/items/produce/pink_leafs_few.png,PASS,,51,3,8689,0
items-0901-0950,945,5,5,pink leafs,many,public/game-assets/items/produce/pink_leafs_many.png,PASS,source_crossed_nominal_cell,51,1,15459,0
items-0901-0950,946,5,6,red leafs,single,public/game-assets/items/produce/red_leafs.png,PASS,source_crossed_nominal_cell,51,1,7138,0
items-0901-0950,947,5,7,red leafs,few,public/game-assets/items/produce/red_leafs_few.png,PASS,source_crossed_nominal_cell,51,3,9837,0
items-0901-0950,948,5,8,red leafs,many,public/game-assets/items/produce/red_leafs_many.png,PASS,source_crossed_nominal_cell,51,1,14991,0
items-0901-0950,949,5,9,blue quils pads,single,public/game-assets/items/produce/blue_quils_pads.png,PASS,source_crossed_nominal_cell,51,1,8991,0
items-0901-0950,950,5,10,blue quils pads,few,public/game-assets/items/produce/blue_quils_pads_few.png,PASS,source_crossed_nominal_cell,51,2,11639,0
items-0951-1000,951,1,1,blue quils pads,many,public/game-assets/items/produce/blue_quils_pads_many.png,PASS,source_crossed_nominal_cell,51,2,15620,0
items-0951-1000,952,1,2,blue wilter,single,public/game-assets/items/produce/blue_wilter.png,PASS,source_crossed_nominal_cell,51,4,6955,0
items-0951-1000,953,1,3,blue wilter,few,public/game-assets/items/produce/blue_wilter_few.png,PASS,source_crossed_nominal_cell,51,5,7091,0
items-0951-1000,954,1,4,blue wilter,many,public/game-assets/items/produce/blue_wilter_many.png,PASS,source_crossed_nominal_cell,51,5,15019,0
items-0951-1000,955,1,5,blue stellos,single,public/game-assets/items/produce/blue_stellos.png,PASS,source_crossed_nominal_cell,51,1,9209,0
items-0951-1000,956,1,6,blue stellos,few,public/game-assets/items/produce/blue_stellos_few.png,PASS,source_crossed_nominal_cell,51,7,7754,0
items-0951-1000,957,1,7,blue stellos,many,public/game-assets/items/produce/blue_stellos_many.png,PASS,source_crossed_nominal_cell,51,2,17252,0
items-0951-1000,958,1,8,notable blue pod,single,public/game-assets/items/produce/notable_blue_pod.png,PASS,source_crossed_nominal_cell,51,2,8417,0
items-0951-1000,959,1,9,notable blue pod,few,public/game-assets/items/produce/notable_blue_pod_few.png,PASS,source_crossed_nominal_cell,51,6,10008,0
items-0951-1000,960,1,10,notable blue pod,many,public/game-assets/items/produce/notable_blue_pod_many.png,PASS,source_crossed_nominal_cell,51,5,15362,0
items-0951-1000,961,2,1,notable blue and yellow bush,single,public/game-assets/items/produce/notable_blue_and_yellow_bush.png,PASS,source_crossed_nominal_cell,51,4,15328,0
items-0951-1000,962,2,2,notable blue and yellow bush,few,public/game-assets/items/produce/notable_blue_and_yellow_bush_few.png,PASS,,51,3,9900,0
items-0951-1000,963,2,3,notable blue and yellow bush,many,public/game-assets/items/produce/notable_blue_and_yellow_bush_many.png,PASS,source_crossed_nominal_cell,51,1,15295,0
items-0951-1000,964,2,4,notable cornish bulb,single,public/game-assets/items/produce/notable_cornish_bulb.png,PASS,source_crossed_nominal_cell,51,9,8413,0
items-0951-1000,965,2,5,notable cornish bulb,few,public/game-assets/items/produce/notable_cornish_bulb_few.png,PASS,,51,10,7432,0
items-0951-1000,966,2,6,notable cornish bulb,many,public/game-assets/items/produce/notable_cornish_bulb_many.png,PASS,source_crossed_nominal_cell,51,2,14289,0
items-0951-1000,967,2,7,bush,single,public/game-assets/items/produce/bush.png,PASS,source_crossed_nominal_cell,51,11,10773,0
items-0951-1000,968,2,8,bush,few,public/game-assets/items/produce/bush_few.png,PASS,source_crossed_nominal_cell,51,15,6999,0
items-0951-1000,969,2,9,bush,many,public/game-assets/items/produce/bush_many.png,PASS,source_crossed_nominal_cell,51,15,9908,0
items-0951-1000,970,2,10,bushy plant,single,public/game-assets/items/produce/bushy_plant.png,PASS,source_crossed_nominal_cell,51,3,13262,0
items-0951-1000,971,3,1,bushy plant,few,public/game-assets/items/produce/bushy_plant_few.png,PASS,source_crossed_nominal_cell,51,5,10041,0
items-0951-1000,972,3,2,bushy plant,many,public/game-assets/items/produce/bushy_plant_many.png,PASS,source_crossed_nominal_cell,51,5,13936,0
items-0951-1000,973,3,3,cattail,single,public/game-assets/items/produce/cattail.png,PASS,source_crossed_nominal_cell,51,4,3067,0
items-0951-1000,974,3,4,cattail,few,public/game-assets/items/produce/cattail_few.png,PASS,source_crossed_nominal_cell,51,8,4086,0
items-0951-1000,975,3,5,cattail,many,public/game-assets/items/produce/cattail_many.png,PASS,source_crossed_nominal_cell,51,11,13061,0
items-0951-1000,976,3,6,scarce delicate pink,single,public/game-assets/items/produce/scarce_delicate_pink.png,PASS,source_crossed_nominal_cell,51,16,3303,0
items-0951-1000,977,3,7,scarce delicate pink,few,public/game-assets/items/produce/scarce_delicate_pink_few.png,PASS,source_crossed_nominal_cell,51,13,5084,0
items-0951-1000,978,3,8,scarce delicate pink,many,public/game-assets/items/produce/scarce_delicate_pink_many.png,PASS,source_crossed_nominal_cell,51,11,13022,0
items-0951-1000,979,3,9,scarce red fat boy,single,public/game-assets/items/produce/scarce_red_fat_boy.png,PASS,source_crossed_nominal_cell,51,4,13238,0
items-0951-1000,980,3,10,scarce red fat boy,few,public/game-assets/items/produce/scarce_red_fat_boy_few.png,PASS,source_crossed_nominal_cell,51,2,10433,0
items-0951-1000,981,4,1,scarce red fat boy,many,public/game-assets/items/produce/scarce_red_fat_boy_many.png,PASS,source_crossed_nominal_cell,51,2,15276,0
items-0951-1000,982,4,2,fruit branch,single,public/game-assets/items/produce/fruit_branch.png,PASS,source_crossed_nominal_cell,51,5,6368,0
items-0951-1000,983,4,3,fruit branch,few,public/game-assets/items/produce/fruit_branch_few.png,PASS,source_crossed_nominal_cell,51,10,6296,0
items-0951-1000,984,4,4,fruit branch,many,public/game-assets/items/produce/fruit_branch_many.png,PASS,source_crossed_nominal_cell,51,10,15572,0
items-0951-1000,985,4,5,notable nightly,single,public/game-assets/items/produce/notable_nightly.png,PASS,source_crossed_nominal_cell,51,7,9162,0
items-0951-1000,986,4,6,notable nightly,few,public/game-assets/items/produce/notable_nightly_few.png,PASS,source_crossed_nominal_cell,51,7,8622,0
items-0951-1000,987,4,7,notable nightly,many,public/game-assets/items/produce/notable_nightly_many.png,PASS,source_crossed_nominal_cell,51,3,17023,0
items-0951-1000,988,4,8,fabled plant of death,single,public/game-assets/items/produce/fabled_plant_of_death.png,PASS,source_crossed_nominal_cell,51,5,10338,0
items-0951-1000,989,4,9,fabled plant of death,few,public/game-assets/items/produce/fabled_plant_of_death_few.png,PASS,source_crossed_nominal_cell,51,3,9222,0
items-0951-1000,990,4,10,fabled plant of death,many,public/game-assets/items/produce/fabled_plant_of_death_many.png,PASS,source_crossed_nominal_cell,51,3,15889,0
items-0951-1000,991,5,1,large leaf,single,public/game-assets/items/produce/large_leaf.png,PASS,,51,5,7349,0
items-0951-1000,992,5,2,large leaf,few,public/game-assets/items/produce/large_leaf_few.png,PASS,,51,26,4411,0
items-0951-1000,993,5,3,large leaf,many,public/game-assets/items/produce/large_leaf_many.png,PASS,,51,35,8949,0
items-0951-1000,994,5,4,lily pad,single,public/game-assets/items/produce/lily_pad.png,PASS,,51,7,1329,0
items-0951-1000,995,5,5,lily pad,few,public/game-assets/items/produce/lily_pad_few.png,PASS,,51,9,947,0
items-0951-1000,996,5,6,lily pad,many,public/game-assets/items/produce/lily_pad_many.png,PASS,,51,10,7045,0
items-0951-1000,997,5,7,scarce massive red plant,single,public/game-assets/items/produce/scarce_massive_red_plant.png,PASS,,51,2,13313,0
items-0951-1000,998,5,8,scarce massive red plant,few,public/game-assets/items/produce/scarce_massive_red_plant_few.png,PASS,source_crossed_nominal_cell,51,1,10376,0
items-0951-1000,999,5,9,scarce massive red plant,many,public/game-assets/items/produce/scarce_massive_red_plant_many.png,PASS,source_crossed_nominal_cell,51,1,15316,0
items-0951-1000,1000,5,10,notable flat stomp,single,public/game-assets/items/produce/notable_flat_stomp.png,PASS,source_crossed_nominal_cell,51,3,11693,0
items-1001-1050,1001,1,1,notable flat stomp,few,public/game-assets/items/produce/notable_flat_stomp_few.png,PASS,,51,12,4709,0
items-1001-1050,1002,1,2,notable flat stomp,many,public/game-assets/items/produce/notable_flat_stomp_many.png,PASS,source_crossed_nominal_cell,51,9,9241,0
items-1001-1050,1003,1,3,orange sunshines,single,public/game-assets/items/produce/orange_sunshines.png,PASS,,51,3,7740,0
items-1001-1050,1004,1,4,orange sunshines,few,public/game-assets/items/produce/orange_sunshines_few.png,PASS,,51,1,9806,0
items-1001-1050,1005,1,5,orange sunshines,many,public/game-assets/items/produce/orange_sunshines_many.png,PASS,,51,1,14152,0
items-1001-1050,1006,1,6,fated star,single,public/game-assets/items/produce/fated_star.png,PASS,,51,6,7670,0
items-1001-1050,1007,1,7,palm leaf,single,public/game-assets/items/produce/palm_leaf.png,PASS,,51,24,3329,0
items-1001-1050,1008,1,8,palm leaf,few,public/game-assets/items/produce/palm_leaf_few.png,PASS,,51,9,5496,0
items-1001-1050,1009,1,9,palm leaf,many,public/game-assets/items/produce/palm_leaf_many.png,PASS,source_crossed_nominal_cell,51,16,8614,0
items-1001-1050,1010,1,10,notable pink paddies,single,public/game-assets/items/produce/notable_pink_paddies.png,PASS,,51,4,6925,0
items-1001-1050,1011,2,1,notable pink paddies,few,public/game-assets/items/produce/notable_pink_paddies_few.png,PASS,,51,5,8029,0
items-1001-1050,1012,2,2,notable pink paddies,many,public/game-assets/items/produce/notable_pink_paddies_many.png,PASS,source_crossed_nominal_cell,51,1,15151,0
items-1001-1050,1013,2,3,notable saturhino,single,public/game-assets/items/produce/notable_saturhino.png,PASS,,51,8,6775,0
items-1001-1050,1014,2,4,notable saturhino,few,public/game-assets/items/produce/notable_saturhino_few.png,PASS,,51,4,9325,0
items-1001-1050,1015,2,5,notable saturhino,many,public/game-assets/items/produce/notable_saturhino_many.png,PASS,,51,1,15345,0
items-1001-1050,1016,2,6,notable dephine,single,public/game-assets/items/produce/notable_dephine.png,PASS,,51,2,7704,0
items-1001-1050,1017,2,7,notable dephine,few,public/game-assets/items/produce/notable_dephine_few.png,PASS,,51,2,9565,0
