globalSlot,batchFile,sheetSlot,itemIndex,itemName,variant,output,exists,family,subfamily,tradeRole,reviewStatus,reviewNotes,tokens
374,items-0351-0400.json,24,238,fungus solution,few,alchemy/fungus_solution_few.png,yes,alchemy,solutions,ingredient,,,fungus_solution fungus solution fungus solution alchemy solutions ingredient common bottle volatile alchemy solutions ingredient one few many foraged common bulk_trade
375,items-0351-0400.json,25,238,fungus solution,many,alchemy/fungus_solution_many.png,yes,alchemy,solutions,ingredient,,,fungus_solution fungus solution fungus solution alchemy solutions ingredient common bottle volatile alchemy solutions ingredient one few many foraged common bulk_trade
376,items-0351-0400.json,26,239,cauldron,one,alchemy/cauldron.png,yes,alchemy,tool,ingredient,,,cauldron cauldron cauldron alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
377,items-0351-0400.json,27,239,cauldron,few,alchemy/cauldron_few.png,yes,alchemy,tool,ingredient,,,cauldron cauldron cauldron alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
378,items-0351-0400.json,28,239,cauldron,many,alchemy/cauldron_many.png,yes,alchemy,tool,ingredient,,,cauldron cauldron cauldron alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
379,items-0351-0400.json,29,240,defuser,one,alchemy/defuser.png,yes,alchemy,tool,ingredient,,,defuser defuser defuser alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
380,items-0351-0400.json,30,240,defuser,few,alchemy/defuser_few.png,yes,alchemy,tool,ingredient,,,defuser defuser defuser alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
381,items-0351-0400.json,31,240,defuser,many,alchemy/defuser_many.png,yes,alchemy,tool,ingredient,,,defuser defuser defuser alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
382,items-0351-0400.json,32,241,influser,one,alchemy/influser.png,yes,alchemy,tool,ingredient,,,influser influser influser alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
383,items-0351-0400.json,33,241,influser,few,alchemy/influser_few.png,yes,alchemy,tool,ingredient,,,influser influser influser alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
384,items-0351-0400.json,34,241,influser,many,alchemy/influser_many.png,yes,alchemy,tool,ingredient,,,influser influser influser alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
385,items-0351-0400.json,35,242,iron stove,one,alchemy/iron_stove.png,yes,alchemy,metal,ingredient,,,iron_stove iron stove iron stove alchemy metal ingredient common bottle volatile alchemy tools metal ingredient one few many foraged common
386,items-0351-0400.json,36,242,iron stove,few,alchemy/iron_stove_few.png,yes,alchemy,metal,ingredient,,,iron_stove iron stove iron stove alchemy metal ingredient common bottle volatile alchemy tools metal ingredient one few many foraged common
387,items-0351-0400.json,37,242,iron stove,many,alchemy/iron_stove_many.png,yes,alchemy,metal,ingredient,,,iron_stove iron stove iron stove alchemy metal ingredient common bottle volatile alchemy tools metal ingredient one few many foraged common
388,items-0351-0400.json,38,243,mortar and pestle,one,alchemy/mortar_and_pestle.png,yes,alchemy,tool,ingredient,,,mortar_and_pestle mortar and pestle mortar and pestle alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
389,items-0351-0400.json,39,243,mortar and pestle,few,alchemy/mortar_and_pestle_few.png,yes,alchemy,tool,ingredient,,,mortar_and_pestle mortar and pestle mortar and pestle alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
390,items-0351-0400.json,40,243,mortar and pestle,many,alchemy/mortar_and_pestle_many.png,yes,alchemy,tool,ingredient,,,mortar_and_pestle mortar and pestle mortar and pestle alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
391,items-0351-0400.json,41,244,refuser,one,alchemy/refuser.png,yes,alchemy,tool,ingredient,,,refuser refuser refuser alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
392,items-0351-0400.json,42,244,refuser,few,alchemy/refuser_few.png,yes,alchemy,tool,ingredient,,,refuser refuser refuser alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
393,items-0351-0400.json,43,244,refuser,many,alchemy/refuser_many.png,yes,alchemy,tool,ingredient,,,refuser refuser refuser alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
394,items-0351-0400.json,44,245,retort,one,alchemy/retort.png,yes,alchemy,tool,ingredient,,,retort retort retort alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
395,items-0351-0400.json,45,245,retort,few,alchemy/retort_few.png,yes,alchemy,tool,ingredient,,,retort retort retort alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
396,items-0351-0400.json,46,245,retort,many,alchemy/retort_many.png,yes,alchemy,tool,ingredient,,,retort retort retort alchemy tool ingredient common bottle volatile alchemy tools tool ingredient one few many foraged common
397,items-0351-0400.json,47,246,acidic blob,one,animal_goods/acidic_blob.png,yes,animal_goods,amorphous,raw,,,acidic_blob acidic blob acidic blob animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
398,items-0351-0400.json,48,247,scarce azure jelly,one,animal_goods/scarce_azure_jelly.png,yes,animal_goods,amorphous,raw,,,scarce_azure_jelly scarce azure jelly scarce azure jelly animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
399,items-0351-0400.json,49,248,brown ooze,one,animal_goods/brown_ooze.png,yes,animal_goods,amorphous,raw,,,brown_ooze brown ooze brown ooze animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
400,items-0351-0400.json,50,249,dangerous death ooze,one,animal_goods/dangerous_death_ooze.png,yes,animal_goods,amorphous,raw,,,dangerous_death_ooze dangerous death ooze dangerous death ooze animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
401,items-0401-0450.json,1,250,fire jelly,one,animal_goods/fire_jelly.png,yes,animal_goods,amorphous,raw,,,fire_jelly fire jelly fire jelly animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
402,items-0401-0450.json,2,251,giant amoeba,one,animal_goods/giant_amoeba.png,yes,animal_goods,amorphous,raw,,,giant_amoeba giant amoeba giant amoeba animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
403,items-0401-0450.json,3,252,brain jelly,one,animal_goods/brain_jelly.png,yes,animal_goods,amorphous,raw,,,brain_jelly brain jelly brain jelly animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
404,items-0401-0450.json,4,253,jellyfish,one,animal_goods/jellyfish.png,yes,animal_goods,amorphous,raw,,,jellyfish jellyfish jellyfish animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
405,items-0401-0450.json,5,254,ooze,one,animal_goods/ooze.png,yes,animal_goods,amorphous,raw,,,ooze ooze ooze animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
406,items-0401-0450.json,6,255,pulsating lump,one,animal_goods/pulsating_lump.png,yes,animal_goods,amorphous,raw,,,pulsating_lump pulsating lump pulsating lump animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
407,items-0401-0450.json,7,256,royal jelly,one,animal_goods/royal_jelly.png,yes,animal_goods,amorphous,raw,,,royal_jelly royal jelly royal jelly animal_goods amorphous raw common single none animals amorphous animal_goods raw one few crafted common bulk_trade
408,items-0401-0450.json,8,257,alligator snapping turtle,one,animal_goods/alligator_snapping_turtle.png,yes,animal_goods,amphibians,raw,,,alligator_snapping_turtle alligator snapping turtle alligator snapping turtle animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
409,items-0401-0450.json,9,257,alligator snapping turtle,few,animal_goods/alligator_snapping_turtle_few.png,yes,animal_goods,amphibians,raw,,,alligator_snapping_turtle alligator snapping turtle alligator snapping turtle animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
410,items-0401-0450.json,10,257,alligator snapping turtle,many,animal_goods/alligator_snapping_turtle_many.png,yes,animal_goods,amphibians,raw,,,alligator_snapping_turtle alligator snapping turtle alligator snapping turtle animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
411,items-0401-0450.json,11,258,alligator snapping turtle shell,one,animal_goods/alligator_snapping_turtle_shell.png,yes,animal_goods,amphibians,raw,,,alligator_snapping_turtle_shell alligator snapping turtle shell alligator snapping turtle shell animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
412,items-0401-0450.json,12,258,alligator snapping turtle shell,few,animal_goods/alligator_snapping_turtle_shell_few.png,yes,animal_goods,amphibians,raw,,,alligator_snapping_turtle_shell alligator snapping turtle shell alligator snapping turtle shell animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
413,items-0401-0450.json,13,258,alligator snapping turtle shell,many,animal_goods/alligator_snapping_turtle_shell_many.png,yes,animal_goods,amphibians,raw,,,alligator_snapping_turtle_shell alligator snapping turtle shell alligator snapping turtle shell animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
414,items-0401-0450.json,14,259,frog,one,animal_goods/frog.png,yes,animal_goods,amphibians,raw,,,frog frog frog animal_goods amphibians raw common single none animals amphibians animal_goods raw one few crafted common bulk_trade
415,items-0401-0450.json,15,260,snapping turtle,one,animal_goods/snapping_turtle.png,yes,animal_goods,amphibians,raw,,,snapping_turtle snapping turtle snapping turtle animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
416,items-0401-0450.json,16,260,snapping turtle,few,animal_goods/snapping_turtle_few.png,yes,animal_goods,amphibians,raw,,,snapping_turtle snapping turtle snapping turtle animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
417,items-0401-0450.json,17,260,snapping turtle,many,animal_goods/snapping_turtle_many.png,yes,animal_goods,amphibians,raw,,,snapping_turtle snapping turtle snapping turtle animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
418,items-0401-0450.json,18,261,snapping turtle shell,one,animal_goods/snapping_turtle_shell.png,yes,animal_goods,amphibians,raw,,,snapping_turtle_shell snapping turtle shell snapping turtle shell animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
419,items-0401-0450.json,19,261,snapping turtle shell,few,animal_goods/snapping_turtle_shell_few.png,yes,animal_goods,amphibians,raw,,,snapping_turtle_shell snapping turtle shell snapping turtle shell animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
420,items-0401-0450.json,20,261,snapping turtle shell,many,animal_goods/snapping_turtle_shell_many.png,yes,animal_goods,amphibians,raw,,,snapping_turtle_shell snapping turtle shell snapping turtle shell animal_goods amphibians raw common crate none animals amphibians animal_goods raw one few many crafted common
421,items-0401-0450.json,21,262,scarce spiny frog,one,animal_goods/scarce_spiny_frog.png,yes,animal_goods,amphibians,raw,,,scarce_spiny_frog scarce spiny frog scarce spiny frog animal_goods amphibians raw common single none animals amphibians animal_goods raw one few crafted common bulk_trade
422,items-0401-0450.json,22,263,toad,one,animal_goods/toad.png,yes,animal_goods,amphibians,raw,,,toad toad toad animal_goods amphibians raw common single none animals amphibians animal_goods raw one few crafted common bulk_trade
423,items-0401-0450.json,23,264,fabled emperor scorpion,one,animal_goods/fabled_emperor_scorpion.png,yes,animal_goods,arachnids,raw,,,fabled_emperor_scorpion fabled emperor scorpion fabled emperor scorpion animal_goods arachnids raw uncommon single none animals arachnids animal_goods raw one few crafted common fine
424,items-0401-0450.json,24,265,scarce golden scorpion,one,animal_goods/scarce_golden_scorpion.png,yes,animal_goods,arachnids,raw,,,scarce_golden_scorpion scarce golden scorpion scarce golden scorpion animal_goods arachnids raw uncommon single none animals arachnids gold animal_goods raw one few crafted common
425,items-0401-0450.json,25,266,scarce jumping spider,one,animal_goods/scarce_jumping_spider.png,yes,animal_goods,arachnids,raw,,,scarce_jumping_spider scarce jumping spider scarce jumping spider animal_goods arachnids raw common single none animals arachnids animal_goods raw one few crafted common bulk_trade
426,items-0401-0450.json,26,267,scarce orb spider,one,animal_goods/scarce_orb_spider.png,yes,animal_goods,arachnids,raw,,,scarce_orb_spider scarce orb spider scarce orb spider animal_goods arachnids raw common single none animals arachnids animal_goods raw one few crafted common bulk_trade
427,items-0401-0450.json,27,268,notable redback spider,one,animal_goods/notable_redback_spider.png,yes,animal_goods,arachnids,raw,,,notable_redback_spider notable redback spider notable redback spider animal_goods arachnids raw common single none animals arachnids animal_goods raw one few crafted common bulk_trade
428,items-0401-0450.json,28,269,scorpion,one,animal_goods/scorpion.png,yes,animal_goods,arachnids,raw,,,scorpion scorpion scorpion animal_goods arachnids raw common single none animals arachnids animal_goods raw one few crafted common bulk_trade
429,items-0401-0450.json,29,270,market spider,one,animal_goods/market_spider.png,yes,animal_goods,arachnids,raw,,,market_spider market spider market spider animal_goods arachnids raw common single none animals arachnids animal_goods raw one few crafted common bulk_trade
430,items-0401-0450.json,30,271,tarantella,one,animal_goods/tarantella.png,yes,animal_goods,arachnids,raw,,,tarantella tarantella tarantella animal_goods arachnids raw common single none animals arachnids animal_goods raw one few crafted common bulk_trade
431,items-0401-0450.json,31,272,notable trapdoor spider,one,animal_goods/notable_trapdoor_spider.png,yes,animal_goods,arachnids,raw,,,notable_trapdoor_spider notable trapdoor spider notable trapdoor spider animal_goods arachnids raw common single none animals arachnids animal_goods raw one few crafted common bulk_trade
432,items-0401-0450.json,32,273,wolf spider,one,animal_goods/wolf_spider.png,yes,animal_goods,arachnids,raw,,,wolf_spider wolf spider wolf spider animal_goods arachnids raw common crate none animals arachnids animal_goods raw one few many crafted common
433,items-0401-0450.json,33,273,wolf spider,few,animal_goods/wolf_spider_few.png,yes,animal_goods,arachnids,raw,,,wolf_spider wolf spider wolf spider animal_goods arachnids raw common crate none animals arachnids animal_goods raw one few many crafted common
434,items-0401-0450.json,34,273,wolf spider,many,animal_goods/wolf_spider_many.png,yes,animal_goods,arachnids,raw,,,wolf_spider wolf spider wolf spider animal_goods arachnids raw common crate none animals arachnids animal_goods raw one few many crafted common
435,items-0401-0450.json,35,274,scarce boring beetle,one,animal_goods/scarce_boring_beetle.png,yes,animal_goods,insects,raw,,,scarce_boring_beetle scarce boring beetle scarce boring beetle animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
436,items-0401-0450.json,36,275,notable boulder beetle,one,animal_goods/notable_boulder_beetle.png,yes,animal_goods,insects,raw,,,notable_boulder_beetle notable boulder beetle notable boulder beetle animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
437,items-0401-0450.json,37,276,bumblebee,one,animal_goods/bumblebee.png,yes,animal_goods,insects,raw,,,bumblebee bumblebee bumblebee animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
438,items-0401-0450.json,38,277,blue butterfly,one,animal_goods/blue_butterfly.png,yes,animal_goods,insects,raw,,,blue_butterfly blue butterfly blue butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
439,items-0401-0450.json,39,278,crimson butterfly,one,animal_goods/crimson_butterfly.png,yes,animal_goods,insects,raw,,,crimson_butterfly crimson butterfly crimson butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
440,items-0401-0450.json,40,279,green butterfly,one,animal_goods/green_butterfly.png,yes,animal_goods,insects,raw,,,green_butterfly green butterfly green butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
441,items-0401-0450.json,41,280,lime butterfly,one,animal_goods/lime_butterfly.png,yes,animal_goods,insects,raw,,,lime_butterfly lime butterfly lime butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
442,items-0401-0450.json,42,281,pink butterfly,one,animal_goods/pink_butterfly.png,yes,animal_goods,insects,raw,,,pink_butterfly pink butterfly pink butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
443,items-0401-0450.json,43,282,purple butterfly,one,animal_goods/purple_butterfly.png,yes,animal_goods,insects,raw,,,purple_butterfly purple butterfly purple butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
444,items-0401-0450.json,44,283,red butterfly,one,animal_goods/red_butterfly.png,yes,animal_goods,insects,raw,,,red_butterfly red butterfly red butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
445,items-0401-0450.json,45,284,royal blue butterfly,one,animal_goods/royal_blue_butterfly.png,yes,animal_goods,insects,raw,,,royal_blue_butterfly royal blue butterfly royal blue butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
446,items-0401-0450.json,46,285,royal purple butterfly,one,animal_goods/royal_purple_butterfly.png,yes,animal_goods,insects,raw,,,royal_purple_butterfly royal purple butterfly royal purple butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
447,items-0401-0450.json,47,286,teal butterfly,one,animal_goods/teal_butterfly.png,yes,animal_goods,insects,raw,,,teal_butterfly teal butterfly teal butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
448,items-0401-0450.json,48,287,yellow butterfly,one,animal_goods/yellow_butterfly.png,yes,animal_goods,insects,raw,,,yellow_butterfly yellow butterfly yellow butterfly animal_goods insects raw common single none animals insects butterflies animal_goods raw one few crafted common
449,items-0401-0450.json,49,288,eastern moth,one,animal_goods/eastern_moth.png,yes,animal_goods,insects,raw,,,eastern_moth eastern moth eastern moth animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
450,items-0401-0450.json,50,289,giant ant,one,animal_goods/giant_ant.png,yes,animal_goods,insects,raw,,,giant_ant giant ant giant ant animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
451,items-0451-0500.json,1,290,giant beetle,one,animal_goods/giant_beetle.png,yes,animal_goods,insects,raw,,,giant_beetle giant beetle giant beetle animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
452,items-0451-0500.json,2,291,giant blowfly,one,animal_goods/giant_blowfly.png,yes,animal_goods,insects,raw,,,giant_blowfly giant blowfly giant blowfly animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
453,items-0451-0500.json,3,292,giant centipede,one,animal_goods/giant_centipede.png,yes,animal_goods,insects,raw,,,giant_centipede giant centipede giant centipede animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
454,items-0451-0500.json,4,293,giant cockroach,one,animal_goods/giant_cockroach.png,yes,animal_goods,insects,raw,,,giant_cockroach giant cockroach giant cockroach animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
455,items-0451-0500.json,5,294,giant firefly,one,animal_goods/giant_firefly.png,yes,animal_goods,insects,raw,,,giant_firefly giant firefly giant firefly animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
456,items-0451-0500.json,6,295,giant mite,one,animal_goods/giant_mite.png,yes,animal_goods,insects,raw,,,giant_mite giant mite giant mite animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
457,items-0451-0500.json,7,296,giant mosquito,one,animal_goods/giant_mosquito.png,yes,animal_goods,insects,raw,,,giant_mosquito giant mosquito giant mosquito animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
458,items-0451-0500.json,8,297,killer bee,one,animal_goods/killer_bee.png,yes,animal_goods,insects,raw,,,killer_bee killer bee killer bee animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
459,items-0451-0500.json,9,298,killer bee larva,one,animal_goods/killer_bee_larva.png,yes,animal_goods,insects,raw,,,killer_bee_larva killer bee larva killer bee larva animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
460,items-0451-0500.json,10,299,scarce lava worm,one,animal_goods/scarce_lava_worm.png,yes,animal_goods,insects,raw,,,scarce_lava_worm scarce lava worm scarce lava worm animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
461,items-0451-0500.json,11,300,northern moth,one,animal_goods/northern_moth.png,yes,animal_goods,insects,raw,,,northern_moth northern moth northern moth animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
462,items-0451-0500.json,12,301,southern moth,one,animal_goods/southern_moth.png,yes,animal_goods,insects,raw,,,southern_moth southern moth southern moth animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
463,items-0451-0500.json,13,302,queen ant,one,animal_goods/queen_ant.png,yes,animal_goods,insects,raw,,,queen_ant queen ant queen ant animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
464,items-0451-0500.json,14,303,queen bee,one,animal_goods/queen_bee.png,yes,animal_goods,insects,raw,,,queen_bee queen bee queen bee animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
465,items-0451-0500.json,15,304,red wasp,one,animal_goods/red_wasp.png,yes,animal_goods,insects,raw,,,red_wasp red wasp red wasp animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
466,items-0451-0500.json,16,305,soldier ant,one,animal_goods/soldier_ant.png,yes,animal_goods,insects,raw,,,soldier_ant soldier ant soldier ant animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
467,items-0451-0500.json,17,306,notable spiny worm,one,animal_goods/notable_spiny_worm.png,yes,animal_goods,insects,raw,,,notable_spiny_worm notable spiny worm notable spiny worm animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
468,items-0451-0500.json,18,307,worker ant,one,animal_goods/worker_ant.png,yes,animal_goods,insects,raw,,,worker_ant worker ant worker ant animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
469,items-0451-0500.json,19,308,yellow wasp,one,animal_goods/yellow_wasp.png,yes,animal_goods,insects,raw,,,yellow_wasp yellow wasp yellow wasp animal_goods insects raw common single none animals insects animal_goods raw one few crafted common bulk_trade
470,items-0451-0500.json,20,309,hound,one,animal_goods/hound.png,yes,animal_goods,kanine,raw,,,hound hound hound animal_goods kanine raw common crate none animals kanine animal_goods raw one few many crafted common
471,items-0451-0500.json,21,309,hound,few,animal_goods/hound_few.png,yes,animal_goods,kanine,raw,,,hound hound hound animal_goods kanine raw common crate none animals kanine animal_goods raw one few many crafted common
472,items-0451-0500.json,22,309,hound,many,animal_goods/hound_many.png,yes,animal_goods,kanine,raw,,,hound hound hound animal_goods kanine raw common crate none animals kanine animal_goods raw one few many crafted common
473,items-0451-0500.json,23,310,jackal,one,animal_goods/jackal.png,yes,animal_goods,kanine,raw,,,jackal jackal jackal animal_goods kanine raw common crate none animals kanine animal_goods raw one few many crafted common
474,items-0451-0500.json,24,310,jackal,few,animal_goods/jackal_few.png,yes,animal_goods,kanine,raw,,,jackal jackal jackal animal_goods kanine raw common crate none animals kanine animal_goods raw one few many crafted common
475,items-0451-0500.json,25,310,jackal,many,animal_goods/jackal_many.png,yes,animal_goods,kanine,raw,,,jackal jackal jackal animal_goods kanine raw common crate none animals kanine animal_goods raw one few many crafted common
476,items-0451-0500.json,26,311,wolf,one,animal_goods/wolf.png,yes,animal_goods,kanine,raw,,,wolf wolf wolf animal_goods kanine raw common crate none animals kanine animal_goods raw one few many crafted common
477,items-0451-0500.json,27,311,wolf,few,animal_goods/wolf_few.png,yes,animal_goods,kanine,raw,,,wolf wolf wolf animal_goods kanine raw common crate none animals kanine animal_goods raw one few many crafted common
478,items-0451-0500.json,28,311,wolf,many,animal_goods/wolf_many.png,yes,animal_goods,kanine,raw,,,wolf wolf wolf animal_goods kanine raw common crate none animals kanine animal_goods raw one few many crafted common
479,items-0451-0500.json,29,312,bat,one,animal_goods/bat.png,yes,animal_goods,mammals,raw,,,bat bat bat animal_goods mammals raw common single none animals mammals animal_goods raw one few crafted common bulk_trade
480,items-0451-0500.json,30,313,scarce fire bat,one,animal_goods/scarce_fire_bat.png,yes,animal_goods,mammals,raw,,,scarce_fire_bat scarce fire bat scarce fire bat animal_goods mammals raw common single none animals mammals animal_goods raw one few crafted common bulk_trade
481,items-0451-0500.json,31,314,giant bat,one,animal_goods/giant_bat.png,yes,animal_goods,mammals,raw,,,giant_bat giant bat giant bat animal_goods mammals raw common single none animals mammals animal_goods raw one few crafted common bulk_trade
482,items-0451-0500.json,32,315,green rat,one,animal_goods/green_rat.png,yes,animal_goods,mammals,raw,,,green_rat green rat green rat animal_goods mammals raw common single none animals mammals animal_goods raw one few crafted common bulk_trade
483,items-0451-0500.json,33,316,grey rat,one,animal_goods/grey_rat.png,yes,animal_goods,mammals,raw,,,grey_rat grey rat grey rat animal_goods mammals raw common single none animals mammals animal_goods raw one few crafted common bulk_trade
484,items-0451-0500.json,34,317,orange rat,one,animal_goods/orange_rat.png,yes,animal_goods,mammals,raw,,,orange_rat orange rat orange rat animal_goods mammals raw common single none animals mammals animal_goods raw one few crafted common bulk_trade
485,items-0451-0500.json,35,318,quokka,one,animal_goods/quokka.png,yes,animal_goods,mammals,raw,,,quokka quokka quokka animal_goods mammals raw common single none animals mammals animal_goods raw one few crafted common bulk_trade
486,items-0451-0500.json,36,319,rat,one,animal_goods/rat.png,yes,animal_goods,mammals,raw,,,rat rat rat animal_goods mammals raw common single none animals mammals animal_goods raw one few crafted common bulk_trade
487,items-0451-0500.json,37,320,black bear,one,animal_goods/black_bear.png,yes,animal_goods,megafauna,raw,,,black_bear black bear black bear animal_goods megafauna raw common crate none animals megafauna animal_goods raw one few many crafted common
488,items-0451-0500.json,38,320,black bear,few,animal_goods/black_bear_few.png,yes,animal_goods,megafauna,raw,,,black_bear black bear black bear animal_goods megafauna raw common crate none animals megafauna animal_goods raw one few many crafted common
489,items-0451-0500.json,39,320,black bear,many,animal_goods/black_bear_many.png,yes,animal_goods,megafauna,raw,,,black_bear black bear black bear animal_goods megafauna raw common crate none animals megafauna animal_goods raw one few many crafted common
490,items-0451-0500.json,40,321,fabled catoblepas,one,animal_goods/fabled_catoblepas.png,yes,animal_goods,megafauna,raw,,,fabled_catoblepas fabled catoblepas fabled catoblepas animal_goods megafauna raw uncommon crate none animals megafauna animal_goods raw one few many crafted common
491,items-0451-0500.json,41,321,fabled catoblepas,few,animal_goods/fabled_catoblepas_few.png,yes,animal_goods,megafauna,raw,,,fabled_catoblepas fabled catoblepas fabled catoblepas animal_goods megafauna raw uncommon crate none animals megafauna animal_goods raw one few many crafted common
492,items-0451-0500.json,42,321,fabled catoblepas,many,animal_goods/fabled_catoblepas_many.png,yes,animal_goods,megafauna,raw,,,fabled_catoblepas fabled catoblepas fabled catoblepas animal_goods megafauna raw uncommon crate none animals megafauna animal_goods raw one few many crafted common
493,items-0451-0500.json,43,322,elephant,one,animal_goods/elephant.png,yes,animal_goods,megafauna,raw,,,elephant elephant elephant animal_goods megafauna raw uncommon crate none animals megafauna animal_goods raw one few many crafted common
494,items-0451-0500.json,44,322,elephant,few,animal_goods/elephant_few.png,yes,animal_goods,megafauna,raw,,,elephant elephant elephant animal_goods megafauna raw uncommon crate none animals megafauna animal_goods raw one few many crafted common
495,items-0451-0500.json,45,322,elephant,many,animal_goods/elephant_many.png,yes,animal_goods,megafauna,raw,,,elephant elephant elephant animal_goods megafauna raw uncommon crate none animals megafauna animal_goods raw one few many crafted common
496,items-0451-0500.json,46,323,grizzly bear,one,animal_goods/grizzly_bear.png,yes,animal_goods,megafauna,raw,,,grizzly_bear grizzly bear grizzly bear animal_goods megafauna raw common crate none animals megafauna animal_goods raw one few many crafted common
497,items-0451-0500.json,47,323,grizzly bear,few,animal_goods/grizzly_bear_few.png,yes,animal_goods,megafauna,raw,,,grizzly_bear grizzly bear grizzly bear animal_goods megafauna raw common crate none animals megafauna animal_goods raw one few many crafted common
498,items-0451-0500.json,48,323,grizzly bear,many,animal_goods/grizzly_bear_many.png,yes,animal_goods,megafauna,raw,,,grizzly_bear grizzly bear grizzly bear animal_goods megafauna raw common crate none animals megafauna animal_goods raw one few many crafted common
